Title,Budget,Cost,Date,Ex/In,Special,Type Expenses,Type In come
áo sư phạm,-100000,"₫100,000",01/01/2026,Expenses,,CL,
ktx 3-II tháng 1 ,-354000,"₫354,000",01/01/2026,Expenses,Monthly,Home,
uống nước,-35000,"₫35,000",05/01/2026,Expenses,,G,
"thịt kho, trứng",-70000,"₫70,000",05/01/2026,Expenses,,AC,
bida với ân,-120000,"₫120,000",05/01/2026,Expenses,,Bida,
sinh tố đu đủ,-15000,"₫15,000",05/01/2026,Expenses,,AV,
"cơm tấm, mì, ăn sáng, cơm",-65000,"₫65,000",07/01/2026,Expenses,,AC,
"ăn sáng, sữa, hủ tiếu",-32000,"₫32,000",08/01/2026,Expenses,,AC,
"viết, văn phòng phẩm",-12000,"₫12,000",08/01/2026,Expenses,,Study,
cơm,-24000,"₫24,000",10/01/2026,Expenses,,AC,
bida,-27000,"₫27,000",10/01/2026,Expenses,,AC,
tiền tuần,520000,"₫520,000",11/01/2026,In-come,,,Family
khăn giấy,-9000,"₫9,000",11/01/2026,Expenses,,AC,
net grey gaming,-103000,"₫103,000",11/01/2026,Expenses,,NET,
bida với ân,-65000,"₫65,000",14/01/2026,Expenses,,Bida,
mì cay,-47000,"₫47,000",14/01/2026,Expenses,,AC,
"cơm trưa, ăn sáng",-35000,"₫35,000",14/01/2026,Expenses,,AC,
cà phê,-12000,"₫12,000",14/01/2026,Expenses,,Coffee,
bida với béo,-45000,"₫45,000",14/01/2026,Expenses,,Bida,
"cơm gà, bánh mì",-37000,"₫37,000",14/01/2026,Expenses,,AC,
tàu hủ,-12000,"₫12,000",14/01/2026,Expenses,,AV,
nạp điện thoại,-20000,"₫20,000",15/01/2026,Expenses,,Utility,
"bida với ân, ",-62000,"₫62,000",15/01/2026,Expenses,,Bida,
cf bida ,-18000,"₫18,000",15/01/2026,Expenses,,Coffee,
"cơm trưa, hủ tiếu",-40000,"₫40,000",15/01/2026,Expenses,,AC,
quyên góp ĐRL,-38000,"₫38,000",15/01/2026,Expenses,,Study,
"mì, bánh, ",-28000,"₫28,000",16/01/2026,Expenses,,AC,
bida với ân,-43000,"₫43,000",16/01/2026,Expenses,,Bida,
coffee,-18000,"₫18,000",16/01/2026,Expenses,,Coffee,
"ăn sáng, sữa tươi",-22000,"₫22,000",18/01/2026,Expenses,,AC,
xăng,-30000,"₫30,000",18/01/2026,Expenses,,DC,
tiền tuần,480000,"₫480,000",18/01/2026,In-come,,,Family
nét,-15000,"₫15,000",18/01/2026,Expenses,,NET,
"hủ tiếu, cơm trưa",-40000,"₫40,000",18/01/2026,Expenses,,AC,
bida với ân,-56000,"₫56,000",18/01/2026,Expenses,,Bida,
caffe,-17000,"₫17,000",18/01/2026,Expenses,,Coffee,
"thịt kho, cam, bánh",-100000,"₫100,000",19/01/2026,Expenses,,AC,
bida vs ân,-58000,"₫58,000",19/01/2026,Expenses,,Bida,
"cơm, ăn sáng",-33000,"₫33,000",19/01/2026,Expenses,,AC,
trà sữa,-23000,"₫23,000",19/01/2026,Expenses,,AV,
cafe căn tin,-12000,"₫12,000",19/01/2026,Expenses,,Coffee,
555 bạc,-26000,"₫26,000",19/01/2026,Expenses,,Smoking,
"cơm trưa, cơm chiều",-59000,"₫59,000",20/01/2026,Expenses,,AC,
bida với ân,-76000,"₫76,000",20/01/2026,Expenses,,Bida,
cf,-12000,"₫12,000",20/01/2026,Expenses,,Coffee,
dock + dây sạc ip,-243000,"₫243,000",21/01/2026,Expenses,BigM,Utility,
coffee căn tin,-12000,"₫12,000",23/01/2026,Expenses,,Coffee,
net với hào,-110000,"₫110,000",23/01/2026,Expenses,,NET,
ăn sáng,-7000,"₫7,000",23/01/2026,Expenses,,AC,
"cà chua, dưa lao",-20000,"₫20,000",23/01/2026,Expenses,,AC,
tân gia nhà việt,-62000,"₫62,000",14/02/2026,Expenses,,RL,
xăng,-50000,"₫50,000",15/02/2026,Expenses,,DC,
cf quán mộc,-14000,"₫14,000",15/02/2026,Expenses,,Coffee,
bida với kiên,-18000,"₫18,000",15/02/2026,Expenses,,Bida,
cân bằng số liệu,113000,"₫113,000",15/02/2026,In-come,,,Family
3 số bạc,-25000,"₫25,000",16/02/2026,Expenses,,Smoking,
cafe,-17000,"₫17,000",16/02/2026,Expenses,,Coffee,
bida với tường,-18000,"₫18,000",17/02/2026,Expenses,,Bida,
hủ tiếu,-35000,"₫35,000",17/02/2026,Expenses,,AC,
xăng,-50000,"₫50,000",17/02/2026,Expenses,,DC,
"bà Nội, cô Tiền",200000,"₫200,000",17/02/2026,In-come,,,Clan
"cafe vs hiếu, như",-16000,"₫16,000",17/02/2026,Expenses,,Coffee,
bida với béo,-28000,"₫28,000",18/02/2026,Expenses,,Bida,
bida với tín,-50000,"₫50,000",18/02/2026,Expenses,,Bida,
hủ tiếu,-30000,"₫30,000",18/02/2026,Expenses,,AC,
lì xì,300000,"₫300,000",19/02/2026,In-come,,,Clan
cafe đánh bài,-65000,"₫65,000",19/02/2026,Expenses,,RL,
mì trộn,-69000,"₫69,000",19/02/2026,Expenses,,AC,
hủ tiếu,-35000,"₫35,000",20/02/2026,Expenses,,AC,
fomo + khánh du,-70000,"₫70,000",20/02/2026,Expenses,,RL,
ăn bài,108000,"₫108,000",20/02/2026,In-come,,,Anh em
bida với béo,-90000,"₫90,000",22/02/2026,Expenses,,Bida,
bida với kiên,-26000,"₫26,000",23/02/2026,Expenses,,Bida,
cà phê căn tin,-15000,"₫15,000",23/02/2026,Expenses,,Coffee,
xăng,-40000,"₫40,000",23/02/2026,Expenses,,DC,
bánh mì,-10000,"₫10,000",23/02/2026,Expenses,,AC,
"trứng, gạo, chà bông, mì",-102000,"₫102,000",23/02/2026,Expenses,,AC,
tiền tuần,200000,"₫200,000",23/02/2026,In-come,,,Family
"bún nem, cơm gà",-47000,"₫47,000",23/02/2026,Expenses,,AC,
vé số,-10000,"₫10,000",23/02/2026,Expenses,,Ngu,
gửi xe,-12000,"₫12,000",24/02/2026,Expenses,,Study,
"cà chua dưa leo, rau muốn",-28000,"₫28,000",24/02/2026,Expenses,,AC,
sinh tố dừa,-15000,"₫15,000",24/02/2026,Expenses,,AV,
cafe,-15000,"₫15,000",24/02/2026,Expenses,,Coffee,
bida với ân,-33000,"₫33,000",24/02/2026,Expenses,,Bida,
mì trộn,-50000,"₫50,000",24/02/2026,Expenses,,AC,
trà sữa gạo + kem,-28000,"₫28,000",24/02/2026,Expenses,,AV,
ăn ốc + nhậu,-290000,"₫290,000",25/02/2026,Expenses,,G,
bida với gấu,-44000,"₫44,000",25/02/2026,Expenses,,Bida,
bida với phi,-92000,"₫92,000",25/02/2026,Expenses,,Bida,
cơm gà,-25000,"₫25,000",25/02/2026,Expenses,,AC,
hủ tiếu,-17000,"₫17,000",27/02/2026,Expenses,,AC,
bida với ân,-50000,"₫50,000",27/02/2026,Expenses,,Bida,
bida với tường,-33000,"₫33,000",27/02/2026,Expenses,,Bida,
xăng,-30000,"₫30,000",27/02/2026,Expenses,,DC,
cf đám hiếu,-15000,"₫15,000",27/02/2026,Expenses,,RL,
cf 365,-20000,"₫20,000",27/02/2026,Expenses,,Coffee,
cơm gà,-27000,"₫27,000",27/02/2026,Expenses,,AC,
bida với ân,-43000,"₫43,000",27/02/2026,Expenses,,Bida,
xăng,-20000,"₫20,000",28/02/2026,Expenses,,DC,
ăn sáng,-6000,"₫6,000",28/02/2026,Expenses,,AC,
bida với ân,-21000,"₫21,000",28/02/2026,Expenses,,Bida,
cf ara,-30000,"₫30,000",28/02/2026,Expenses,,Coffee,
bún đậu,-53000,"₫53,000",28/02/2026,Expenses,,AC,
xăng,-30000,"₫30,000",28/02/2026,Expenses,,DC,
ktx 3-II tháng 3,-353000,"₫353,000",01/03/2026,Expenses,Monthly,Home,
quỹ lớp cấp trại,-120000,"₫120,000",01/03/2026,Expenses,,RL,
bún cua,-30000,"₫30,000",03/03/2026,Expenses,,AC,
cf căn tin,-12000,"₫12,000",03/03/2026,Expenses,,Coffee,
iCloud,-19000,"₫19,000",03/03/2026,Expenses,Monthly,Utility,
bida với ân,-33000,"₫33,000",03/03/2026,Expenses,,Bida,
Smoking,-30000,"₫30,000",03/03/2026,Expenses,,Smoking,
cf trung nguyên,-18000,"₫18,000",03/03/2026,Expenses,,Coffee,
bida với ân,-40000,"₫40,000",04/03/2026,Expenses,,Bida,
"mì trộn, cơm trưa",-73000,"₫73,000",04/03/2026,Expenses,,AC,
trà sữa,-20000,"₫20,000",04/03/2026,Expenses,,AV,
"thịt kho, trái cay",-70000,"₫70,000",06/03/2026,Expenses,,AC,
tiền tuần,470000,"₫470,000",06/03/2026,In-come,,,Family
xăng,-40000,"₫40,000",06/03/2026,Expenses,,DC,
bida với ân,-43000,"₫43,000",08/03/2026,Expenses,,Bida,
sữa chua,-27000,"₫27,000",08/03/2026,Expenses,,AV,
bida với ân,-42000,"₫42,000",09/03/2026,Expenses,,Bida,
trà sữa di sản,-20000,"₫20,000",09/03/2026,Expenses,,AV,
5G,-70000,"₫70,000",09/03/2026,Expenses,Monthly,Utility,
bida với ân,-28000,"₫28,000",10/03/2026,Expenses,,Bida,
bida với ân,-28000,"₫28,000",10/03/2026,Expenses,,Bida,
mì trộn,-48000,"₫48,000",10/03/2026,Expenses,,AC,
NET,-110000,"₫110,000",10/03/2026,Expenses,,NET,
cơm gà,-27000,"₫27,000",10/03/2026,Expenses,,AC,
"cà chua, trứng",-30000,"₫30,000",10/03/2026,Expenses,,AC,
xăng,-20000,"₫20,000",11/03/2026,Expenses,,DC,
nước,-19000,"₫19,000",11/03/2026,Expenses,,AV,
phí thường niên,-66000,"₫66,000",11/03/2026,Expenses,BigM,Utility,
lắc tay cho ẻm,-256000,"₫256,000",12/03/2026,Expenses,BigM,G,
tiền cuối tuần,104000,"₫104,000",13/03/2026,In-come,,,Family
nước suối,-8000,"₫8,000",13/03/2026,Expenses,,AC,
gửi xe,-2000,"₫2,000",13/03/2026,Expenses,,Study,
mi trọn,-48000,"₫48,000",13/03/2026,Expenses,,AC,
cf vs q,-20000,"₫20,000",13/03/2026,Expenses,,Coffee,
q,-25000,"₫25,000",13/03/2026,Expenses,,G,
xăng,-30000,"₫30,000",14/03/2026,Expenses,,DC,
bida với nhã,-23000,"₫23,000",14/03/2026,Expenses,,Bida,
ăn sáng,-6000,"₫6,000",14/03/2026,Expenses,,AC,
gửi xe,-20000,"₫20,000",15/03/2026,Expenses,,Study,
Tiền điện,-42000,"₫42,000",16/03/2026,Expenses,Monthly,Home,
tiền nhà,410000,"₫410,000",16/03/2026,In-come,,,Family
xăng,-30000,"₫30,000",16/03/2026,Expenses,,DC,
cf Learn bài,-25000,"₫25,000",16/03/2026,Expenses,,Coffee,
bida vs ân,-28000,"₫28,000",16/03/2026,Expenses,,Bida,
hủ tiếu,-26000,"₫26,000",16/03/2026,Expenses,,AC,
trà sữa di sản,-20000,"₫20,000",16/03/2026,Expenses,,AV,
xăng,-30000,"₫30,000",18/03/2026,Expenses,,DC,
bida với ân,-65000,"₫65,000",18/03/2026,Expenses,,Bida,
ăn sáng,-12000,"₫12,000",18/03/2026,Expenses,,AC,
cf Learn bài,-25000,"₫25,000",18/03/2026,Expenses,,Coffee,
xăng,-50000,"₫50,000",23/03/2026,Expenses,,DC,
mì trộn,-22000,"₫22,000",23/03/2026,Expenses,,AC,
sting,-15000,"₫15,000",23/03/2026,Expenses,,AV,
tiền tuần,380000,"₫380,000",23/03/2026,In-come,,,Family
bida với ân,-28000,"₫28,000",23/03/2026,Expenses,,Bida,
"trứng, cà chua",-40000,"₫40,000",23/03/2026,Expenses,,AC,
bida với â,-38000,"₫38,000",24/03/2026,Expenses,,Bida,
gửi xe,-8000,"₫8,000",25/03/2026,Expenses,,Study,
cf với quỳnh,-32000,"₫32,000",26/03/2026,Expenses,,G,
mì trộn,-25000,"₫25,000",26/03/2026,Expenses,,AC,
xăng,-20000,"₫20,000",26/03/2026,Expenses,,DC,
xăng,-30000,"₫30,000",27/03/2026,Expenses,,DC,
tiền ruộng -> ktx,1500000,"₫1,500,000",27/03/2026,In-come,BigM,,Family
tiền tuần,500000,"₫500,000",27/03/2026,In-come,,,Family
bún cua,-30000,"₫30,000",27/03/2026,Expenses,,AC,
ẻm,-34000,"₫34,000",29/03/2026,Expenses,,G,
xăng,-40000,"₫40,000",29/03/2026,Expenses,,DC,
bida vs nhã,-29000,"₫29,000",29/03/2026,Expenses,,Bida,
hớt tóc,-50000,"₫50,000",29/03/2026,Expenses,,Body,
mì hoành,-40000,"₫40,000",29/03/2026,Expenses,,AC,
cà phê quận,-30000,"₫30,000",29/03/2026,Expenses,,Coffee,
khăn giấy,-15000,"₫15,000",29/03/2026,Expenses,,Utility,
"trứng, cà chua",-50000,"₫50,000",29/03/2026,Expenses,,AC,
"sữa tắm, lăn nách",-271000,"₫271,000",29/03/2026,Expenses,BigM,Utility,
"ăn sáng, gửi xe",-16000,"₫16,000",31/03/2026,Expenses,,Study,
bida với ân,-25000,"₫25,000",31/03/2026,Expenses,,Bida,
xăng,-40000,"₫40,000",11/01/2026,Expenses,,DC,
cơm,-24000,"₫24,000",10/01/2026,Expenses,,AC,
bida với ân,-50000,"₫50,000",07/02/2026,Expenses,,Bida,
cf,-12000,"₫12,000",07/01/2026,Expenses,,Coffee,
gửi xe,-10000,"₫10,000",05/01/2026,Expenses,,Study,
"bida với tường, kiên",-50000,"₫50,000",04/01/2026,Expenses,,Bida,
"thịt, trứng, gạo,
  cf",-107000,"₫107,000",12/01/2026,Expenses,,AC,
bida,-27000,"₫27,000",10/01/2026,Expenses,,AC,
cơm,-24000,"₫24,000",10/01/2026,Expenses,,AC,
bánh,-10000,"₫10,000",08/01/2026,Expenses,,AV,
điện nước tháng 12,-126000,"₫126,000",08/01/2026,Expenses,Monthly,Home,
bida với ân,-95000,"₫95,000",02/03/2026,Expenses,,Bida,
bida với ân,-66000,"₫66,000",07/02/2026,Expenses,,Bida,
HB Đồng Tháp,1200000,"₫1,200,000",07/02/2026,In-come,BigM,,Salary
bida với béo,-47000,"₫47,000",07/02/2026,Expenses,,Bida,
cafe,-19000,"₫19,000",08/01/2026,Expenses,,Coffee,
hủ tiếu ,-22000,"₫22,000",05/01/2026,Expenses,,AC,
iClound + ,-19000,"₫19,000",04/01/2026,Expenses,Monthly,Utility,
xăng,-50000,"₫50,000",01/04/2026,Expenses,,DC,
Badmintion,-50000,"₫50,000",04/01/2026,Expenses,,Badmintion,
bida với q,-60000,"₫60,000",05/01/2026,Expenses,,Bida,
"uống nước, linh kiên",-35000,"₫35,000",04/01/2026,Expenses,,RL,
"net with thiên, hào",-30000,"₫30,000",07/01/2026,Expenses,,NET,
gửi xe,-8000,"₫8,000",07/01/2026,Expenses,,Study,
cf căn tin,-12000,"₫12,000",05/01/2026,Expenses,,Coffee,
tiền tuần,320000,"₫320,000",05/01/2026,In-come,,,Family
ktx 3-II tháng 4,-353000,"₫353,000",01/04/2026,Expenses,Monthly,Home,
tiền tuần,300000,"₫300,000",03/04/2026,In-come,,,Family
trà sữa,-20000,"₫20,000",03/04/2026,Expenses,,AV,
mì trộn,-48000,"₫48,000",03/04/2026,Expenses,,AC,
iCloud,-19000,"₫19,000",03/04/2026,Expenses,Monthly,Utility,
cf với bánh ăn sáng,-37000,"₫37,000",03/04/2026,Expenses,,AC,
bida với ân,-26000,"₫26,000",03/04/2026,Expenses,,Bida,
cf,-12000,"₫12,000",05/04/2026,Expenses,,Coffee,
sinh nhật với ẻm,-233000,"₫233,000",05/04/2026,Expenses,,G,
bida với béo,-48000,"₫48,000",05/04/2026,Expenses,,Bida,
ẻm,-34000,"₫34,000",19/04/2026,Expenses,,G,
bida với ân,-45000,"₫45,000",17/04/2026,Expenses,,Bida,
bida với kien,-36000,"₫36,000",20/04/2026,Expenses,,Bida,
chuối chien,-12000,"₫12,000",19/04/2026,Expenses,,AC,
xăng,-40000,"₫40,000",20/04/2026,Expenses,,DC,
"khăn giấy, si gum",-17000,"₫17,000",19/04/2026,Expenses,,Utility,
tiền tuần,350000,"₫350,000",21/04/2026,In-come,,,Family
"quán cán , nươcs",-24000,"₫24,000",21/04/2026,Expenses,,Badmintion,
cơm gà,-30000,"₫30,000",21/04/2026,Expenses,,AC,
ăn sáng,-12000,"₫12,000",22/04/2026,Expenses,,AC,
mì trộn vs ân,-48000,"₫48,000",22/04/2026,Expenses,,AC,
đá bánh,-34000,"₫34,000",22/04/2026,Expenses,,Sport,
bida với béo,-47000,"₫47,000",22/04/2026,Expenses,,Bida,
bida với ân,-24000,"₫24,000",22/04/2026,Expenses,,Bida,
đi chơi đám thiên triết,-150000,"₫150,000",22/04/2026,Expenses,,RL,
"nước cam, nước đá",-12000,"₫12,000",22/04/2026,Expenses,,AV,
bida với phước,-38000,"₫38,000",23/04/2026,Expenses,,Bida,
bánh mì c1,-15000,"₫15,000",23/04/2026,Expenses,,AC,
pho Learn bài,-40000,"₫40,000",17/04/2026,Expenses,,Study,
iCloud,-29000,"₫29,000",17/04/2026,Expenses,Monthly,Utility,
"lẩu, kara, nước",-175000,"₫175,000",17/04/2026,Expenses,,RL,
bida với ân,-53000,"₫53,000",18/04/2026,Expenses,,Bida,
học bổng hội việc làm,3000000,"₫3,000,000",18/04/2026,In-come,BigY,,Salary
vé xem phim,-265000,"₫265,000",18/04/2026,Expenses,,G,
5G,-50000,"₫50,000",18/04/2026,Expenses,,Utility,
nước với thiên,-35000,"₫35,000",18/04/2026,Expenses,,RL,
"cơm gà, thịt kho",-60000,"₫60,000",18/04/2026,Expenses,,AC,
hủ tiếu,-17000,"₫17,000",19/04/2026,Expenses,,AC,
cf,-18000,"₫18,000",05/04/2026,Expenses,,Coffee,
comw,-72000,"₫72,000",06/04/2026,Expenses,,AC,
bida với vũ,-22000,"₫22,000",09/04/2026,Expenses,,Bida,
nước cho em,-32000,"₫32,000",14/04/2026,Expenses,,G,
trà dâu tầm,-28000,"₫28,000",14/04/2026,Expenses,,AV,
gửi xe,-16000,"₫16,000",09/04/2026,Expenses,,Study,
"trứng, gạo, thịt, xoài",-150000,"₫150,000",14/04/2026,Expenses,,AC,
mì hoành,-45000,"₫45,000",15/04/2026,Expenses,,AC,
ca cao sữa,-33000,"₫33,000",15/04/2026,Expenses,,G,
xăng,-40000,"₫40,000",09/04/2026,Expenses,,DC,
"trà sữa, trà xanh",-50000,"₫50,000",09/04/2026,Expenses,,AV,
photo,-10000,"₫10,000",09/04/2026,Expenses,,AC,
cf vs ẻm,-70000,"₫70,000",09/04/2026,Expenses,,G,
cơm,-75000,"₫75,000",09/04/2026,Expenses,,AC,
bida với ân,-70000,"₫70,000",09/04/2026,Expenses,,Bida,
cơm,-25000,"₫25,000",14/04/2026,Expenses,,AC,
xăng,-70000,"₫70,000",14/04/2026,Expenses,,DC,
Tiền điện tháng 3,-81000,"₫81,000",09/04/2026,Expenses,,Home,
nước c2,-25000,"₫25,000",13/04/2026,Expenses,,AV,
mẹ cho,980000,"₫980,000",13/04/2026,In-come,,,Family
bida với béo,-41000,"₫41,000",09/04/2026,Expenses,,Bida,
gửi xe,-8000,"₫8,000",14/04/2026,Expenses,,Study,
bida với tường,-18000,"₫18,000",09/02/2026,Expenses,,Bida,
hủ tiếu,-25000,"₫25,000",10/01/2026,Expenses,,AC,
điện nước tháng 1,-109000,"₫109,000",08/02/2026,Expenses,Monthly,Home,
chuối chiên,-13000,"₫13,000",08/02/2026,Expenses,,AC,
ăn với ktx,-121000,"₫121,000",07/02/2026,Expenses,,RL,
"bida với kiên, tín",-79000,"₫79,000",08/02/2026,Expenses,,Bida,
bida trộn với  ân,-48000,"₫48,000",07/02/2026,Expenses,,AC,
iCloud,-19000,"₫19,000",02/03/2026,Expenses,Monthly,Utility,
bida với béo,-60000,"₫60,000",02/03/2026,Expenses,,Bida,
gửi xe,-4000,"₫4,000",02/03/2026,Expenses,,Study,
trà sữa ,-23000,"₫23,000",02/03/2026,Expenses,,AV,
mì ,-48000,"₫48,000",02/03/2026,Expenses,,AC,
áo mưa,-153000,"₫153,000",01/06/2026,Expenses,BigM,Utility,
cảm,-15000,"₫15,000",01/06/2026,Expenses,,AC,
cà chua,-20000,"₫20,000",02/06/2026,Expenses,,AC,
bida với phước,-22000,"₫22,000",02/06/2026,Expenses,,Bida,
bida với ân,-54000,"₫54,000",03/06/2026,Expenses,,Bida,
cơm gà,-29000,"₫29,000",03/06/2026,Expenses,,AC,
trà sữa vs ẻm,-30000,"₫30,000",03/06/2026,Expenses,,AV,
tiền tuần,200000,"₫200,000",05/06/2026,In-come,,,Family
iCloud monthly,-19000,"₫19,000",05/06/2026,Expenses,Monthly,Utility,
xăng,-50000,"₫50,000",06/06/2026,Expenses,,DC,
thùng nước,-11000,"₫11,000",06/06/2026,Expenses,,AC,
paopao,-223000,"₫223,000",06/06/2026,Expenses,BigM,G,
vệ sinh nam,-89000,"₫89,000",06/06/2026,Expenses,BigM,Body,
mì cay với ẻm,-50000,"₫50,000",07/06/2026,Expenses,,AC,
"nước, bida bới ẻm",-60000,"₫60,000",07/06/2026,Expenses,,G,
bida với ân,-47000,"₫47,000",07/06/2026,Expenses,,Bida,
sinh tố sa po,-18000,"₫18,000",07/06/2026,Expenses,,AV,
hớt tóc,-40000,"₫40,000",07/06/2026,Expenses,,Body,
dầu ăn + bánh mì ăn sáng,-37000,"₫37,000",07/06/2026,Expenses,,AC,
bida với ân,-36000,"₫36,000",08/06/2026,Expenses,,Bida,
cơm gà,-28000,"₫28,000",08/06/2026,Expenses,,AC,
stick test,-50000,"₫50,000",08/06/2026,Expenses,,G,
ăn sáng,-20000,"₫20,000",09/06/2026,Expenses,,AC,
bida với ân,-23000,"₫23,000",09/06/2026,Expenses,,Bida,
cơm + nc dừa,-44000,"₫44,000",09/06/2026,Expenses,,AC,
"bida với ân, lớp",-50000,"₫50,000",11/06/2026,Expenses,,Bida,
cf vs thiên,-18000,"₫18,000",11/06/2026,Expenses,,RL,
cơm trưa,-40000,"₫40,000",11/06/2026,Expenses,,AC,
cf căn tin,-25000,"₫25,000",11/06/2026,Expenses,,Coffee,
xăng,-50000,"₫50,000",11/06/2026,Expenses,,DC,
"bánh ngọt, bánh mì",-65000,"₫65,000",11/06/2026,Expenses,,AV,
bida với kiên,-31000,"₫31,000",13/06/2026,Expenses,,Bida,
xăng,-50000,"₫50,000",13/06/2026,Expenses,,DC,
mì hoành,-40000,"₫40,000",13/06/2026,Expenses,,AC,
vé số,-20000,"₫20,000",13/06/2026,Expenses,,Ngu,
bida với ân,-25000,"₫25,000",13/06/2026,Expenses,,Bida,
cf tiệm net,-15000,"₫15,000",13/06/2026,Expenses,,Coffee,
"thịt kho, trứng, bánh mì, cf",-150000,"₫150,000",13/06/2026,Expenses,,AC,
tiền tuần,438000,"₫438,000",13/06/2026,In-come,,,Family
khăn giấy,-86000,"₫86,000",13/06/2026,Expenses,,Home,
bida với béo,-105000,"₫105,000",15/06/2026,Expenses,,Bida,
cf + bida vs q,-70000,"₫70,000",16/06/2026,Expenses,,G,
ăn sáng + nc đá,-20000,"₫20,000",16/06/2026,Expenses,,AC,
switch chuột,-18000,"₫18,000",16/06/2026,Expenses,,Utility,
xăng,-30000,"₫30,000",18/06/2026,Expenses,,DC,
bida với ẻm,-40000,"₫40,000",18/06/2026,Expenses,,Bida,
cơm gà,-30000,"₫30,000",18/06/2026,Expenses,,AC,
nước mia,-20000,"₫20,000",18/06/2026,Expenses,,AC,
gửi xe,-10000,"₫10,000",18/06/2026,Expenses,,Study,
điện thoại cho mẹ,-850000,"₫850,000",12/05/2026,Expenses,Vay,Cho vay,
ngoại cho,200000,"₫200,000",19/06/2026,In-come,,,Clan
Học phí 3-III,10000000,"₫10,000,000",20/06/2026,In-come,BigY,,Family
tiền tuần,550000,"₫550,000",20/06/2026,In-come,,,Family
"thịt, trứng, trái cây",-150000,"₫150,000",20/06/2026,Expenses,,AC,
vé số,-20000,"₫20,000",20/06/2026,Expenses,,Ngu,
cf,-15000,"₫15,000",21/06/2026,Expenses,,Coffee,
bida với béo,-76000,"₫76,000",21/06/2026,Expenses,,Bida,
xăng,-50000,"₫50,000",21/06/2026,Expenses,,DC,
bánh ngọt,-29000,"₫29,000",21/06/2026,Expenses,,AV,
sg bạc,-18000,"₫18,000",21/06/2026,Expenses,,Smoking,
nước mía,-10000,"₫10,000",21/06/2026,Expenses,,AV,
thay ruột xe,-100000,"₫100,000",22/06/2026,Expenses,,Accident,
bida với ân,-115000,"₫115,000",24/06/2026,Expenses,,Bida,
bida với q,-34000,"₫34,000",23/06/2026,Expenses,,Bida,
cơm,-50000,"₫50,000",23/06/2026,Expenses,,AC,
"rau má, trà lựu",-52000,"₫52,000",24/06/2026,Expenses,,AV,
cơm với q,-50000,"₫50,000",26/06/2026,Expenses,,AC,
xăng,-50000,"₫50,000",26/06/2026,Expenses,,DC,
cầu lông,-20000,"₫20,000",26/06/2026,Expenses,,Badmintion,
bida với tường,-20000,"₫20,000",26/06/2026,Expenses,,Bida,
thùng nước + cà chua,-20000,"₫20,000",26/06/2026,Expenses,,AC,
cafe ,-15000,"₫15,000",24/06/2026,Expenses,,Coffee,
"bida với ân, béo",-204000,"₫204,000",29/06/2026,Expenses,,Bida,
tiền tuần,420000,"₫420,000",29/06/2026,In-come,,,Family
"thịt kho, trứng",-100000,"₫100,000",27/06/2026,Expenses,,AC,
sinh tố dừa ,-20000,"₫20,000",29/06/2026,Expenses,,AV,
hớt tóc,-50000,"₫50,000",29/06/2026,Expenses,,Body,
cf đá bánh,-18000,"₫18,000",29/06/2026,Expenses,,RL,
